Synthase,Length (aa),Architecture,Classification
OOF97571.1,4028,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OOF97548.1,431,KS,Thiolase
OOF97505.1,2263,SAT-KS-AT-PT-ACP-ACP-MT,PKS|Type I|Non-reducing
OOF96723.1,2555,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OOF96272.1,399,KS,Thiolase
OOF96235.1,399,KS,Thiolase
OOF95802.1,1438,KS-AT-DH-KR-ACP,PKS|Type I|Partially-reducing
OOF95122.1,3721,KS-AT-DH-ER-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OOF95055.1,3721,KS-AT-DH-ER-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OOF94993.1,2329,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OOF94347.1,2157,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OOF92816.1,2602,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OOF92452.1,1963,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OOF92089.1,2439,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OOF92044.1,2142,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OOF92009.1,304,KS-AT,PKS|Type I
OOF91380.1,1415,KS-AT-PT-ACP,PKS|Type I|Non-reducing
OOF90932.1,2527,KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
ARQ80491.1,2554,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ68593.1,2249,KS-AT-PT-ACP-ACP-MT-TE,PKS|Type I|Non-reducing
OOO15086.1,2620,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OOO14791.1,421,KS,Thiolase
OOO14465.1,458,KS,Thiolase
OOO14400.1,2109,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OOO14037.1,1735,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OOO13557.1,413,KS,Thiolase
OOO12969.1,3592,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OOO12826.1,2045,SAT-KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
OOO12039.1,2429,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
OOO11837.1,2587,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OOO11765.1,2141,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OOO11414.1,762,KS,Thiolase
OOO09904.1,419,KS,Thiolase
OOO09647.1,459,KS,Thiolase
OOO09324.1,1165,KS-AT-DH,PKS|Type I|Partially-reducing
OOO09311.1,2420,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
OOO08757.1,2550,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OOO08213.1,1113,KS,Thiolase
OOO08081.1,3880,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OOO07915.1,399,KS,Thiolase
OOO07598.1,2253,SAT-KS-AT-PT-ACP-MT,PKS|Type I|Non-reducing
OOO07596.1,2436,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OOO07413.1,2571,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
OOO07356.1,2121,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OOO06552.1,1629,AT-KR-KS,Fatty acid synthase
OOO06523.1,2374,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OOO06458.1,2245,SAT-KS-AT-PT-ACP-TR,PKS|Type I|Non-reducing
OOO06454.1,2528,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OOO06265.1,847,KS,PKS|Type III
OOO06230.1,1890,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OOO05116.1,4376,KS-AT-DH-ER-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OOO04938.1,2554,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OOO04838.1,2528,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OOO04804.1,2586,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
OOO04713.1,2573,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OOO04549.1,814,KS,Fatty acid synthase
OOO04460.1,2574,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OOO04444.1,3400,TE-KS-AT-DH-MT-ER-KR-ACP-TR,PKS|Type I|Highly-reducing
OOO04397.1,2636,KR-KS-AT-PT-ACP-ACP-MT-TE,PKS|Type I|Non-reducing
OOO03830.1,1761,KS-AT-DH-KR-ACP,PKS|Type I|Partially-reducing
AQN67860.1,139,KS,PKS
OOF99302.1,2491,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OOF98604.1,2461,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
OOF93884.1,691,KS-KR-ACP,PKS
OOF93781.1,413,KS,Thiolase
OOF93696.1,413,KS,Thiolase
OOF93599.1,2541,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OOF92934.1,2360,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OOF91895.1,2515,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OOF91847.1,2366,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OOF91828.1,2472,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OOF90399.1,458,KS,Thiolase
OOF90277.1,428,KS,Fatty acid synthase
OJZ92394.1,2475,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ92392.1,2305,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ91786.1,421,KS,Thiolase
OJZ91539.1,2559,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ91332.1,2477,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
OJZ91221.1,2737,KS-AT-DH-ER-KR-ACP-C,Hybrid PKS-NRPS
OJZ91139.1,2576,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ91137.1,2391,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ91125.1,1797,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OJZ91057.1,3911,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OJZ90887.1,2354,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ90707.1,2660,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ90228.1,2378,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ90116.1,2483,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ90032.1,2251,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ89749.1,2395,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ89329.1,2395,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ89214.1,2577,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ88919.1,428,KS,Fatty acid synthase
OJZ88485.1,1745,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OJZ88396.1,418,KS,Thiolase
OJZ87555.1,419,KS,Thiolase
OJZ87437.1,2467,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ87103.1,458,KS,Thiolase
OJZ86820.1,2292,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ86258.1,399,KS,Thiolase
OJZ85886.1,2639,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ85218.1,2210,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ84609.1,1874,A-T-KS-AT-ACP,Hybrid PKS-NRPS
OJZ84410.1,241,KS,PKS
OJZ84344.1,3569,KS-AT-DH-MT-KR-ACP-C-A-T,Hybrid PKS-NRPS
OJZ83788.1,2422,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ83631.1,3934,KS-AT-DH-ER-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OJZ83585.1,2427,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ83511.1,2393,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ83185.1,2601,KR-KS-AT-PT-ACP-ACP-MT-TE,PKS|Type I|Non-reducing
OJZ83134.1,2426,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ82952.1,2489,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ82875.1,2123,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OJZ82842.1,2596,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ82690.1,426,KS,Thiolase
OJZ82661.1,3928,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OJZ82607.1,1566,SAT-KS-AT-PT,PKS|Type I|Non-reducing
OJZ82246.1,2433,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ82213.1,2150,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OJZ81972.1,2379,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ81873.1,2629,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
OJZ81656.1,2353,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJZ81649.1,2882,KS-AT-DH-MT-ER-KR-ACP-TR,PKS|Type I|Highly-reducing
OJZ81597.1,2528,KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
OJZ80854.1,1264,A-T-KS-AT,Hybrid PKS-NRPS
OJZ80762.1,413,KS,Thiolase
OJK05347.1,413,KS,Thiolase
OJK04832.1,419,KS,Thiolase
OJK04156.1,419,KS,Thiolase
OJK02552.1,458,KS,Thiolase
OJK02456.1,421,KS,Thiolase
OJK01834.1,2345,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJK01774.1,2895,KS-AT-DH-MT-KR-ACP-TR,PKS|Type I|Partially-reducing
OJK01160.1,2425,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJK01159.1,4072,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OJK00750.1,2469,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
OJK00237.1,2547,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJK00166.1,2185,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
OJK00018.1,428,KS,Fatty acid synthase
OJJ99925.1,2371,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ99633.1,2386,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ99624.1,3969,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OJJ99549.1,399,KS,Thiolase
OJJ99176.1,2466,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ98677.1,421,KS,Thiolase
OJJ98486.1,2429,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
OJJ98353.1,3936,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OJJ98318.1,2164,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OJJ98303.1,4017,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OJJ97801.1,2164,KS-AT-MT,PKS|Type I
OJJ97688.1,2409,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
OJJ97578.1,1749,KS-AT-DH-KR-ACP,PKS|Type I|Partially-reducing
OJJ97032.1,1778,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OJJ97005.1,3041,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ96972.1,1792,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OJJ96238.1,2545,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
OJJ95958.1,387,KS,PKS|Type III
OJJ95935.1,2421,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ95475.1,2142,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OJJ95089.1,2436,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ94728.1,3213,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ94686.1,1680,AT-KR-KS,Fatty acid synthase
OJJ89166.1,417,KS,Thiolase
OJJ88912.1,400,KS,Thiolase
OJJ88681.1,233,KS-AT,PKS|Type I
OJJ88362.1,2241,SAT-KS-AT-PT-ACP-ACP-TR,PKS|Type I|Non-reducing
OJJ88122.1,430,KS,Fatty acid synthase
OJJ87131.1,458,KS,Thiolase
OJJ86472.1,404,KS,Thiolase
OJJ86349.1,2573,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ86295.1,401,KS,PKS
OJJ85718.1,1768,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OJJ85462.1,2473,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
OJJ85116.1,637,KS-AT,PKS|Type I
OJJ83634.1,2442,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ83619.1,2631,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ83419.1,1741,KS-AT-DH-KR-ACP,PKS|Type I|Partially-reducing
OJJ83163.1,2148,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OJJ82351.1,419,KS,Thiolase
OJJ81765.1,1999,SAT-KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
OJJ81145.1,413,KS,Thiolase
OJJ80971.1,417,KS,Thiolase
OJJ80111.1,2524,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ79933.1,2485,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ79464.1,2420,SAT-KS-AT-PT-ACP-MT-TE,PKS|Type I|Non-reducing
OJJ78685.1,433,KS,Thiolase
OJJ78258.1,2480,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
OJJ78181.1,2446,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ78098.1,2379,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ78055.1,1795,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OJJ77982.1,3906,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OJJ77765.1,2289,SAT-KS-AT-PT-ACP-ACP-MT,PKS|Type I|Non-reducing
OJJ77760.1,2729,KS-AT-DH-MT-ER-KR-ACP-TR,PKS|Type I|Highly-reducing
OJJ77754.1,2714,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ77455.1,3913,KS-AT-DH-ER-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OJJ77432.1,1767,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OJJ76665.1,183,KS,PKS
OJJ76619.1,2359,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ76426.1,421,KS,Thiolase
OJJ75882.1,2469,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ75778.1,2992,KS-AT-DH-MT-ER-KR-ACP-TR,PKS|Type I|Highly-reducing
OJJ75537.1,3935,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OJJ75463.1,428,KS,Fatty acid synthase
OJJ75222.1,2507,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ74399.1,2526,KS-AT-DH-MT-ER-KR,PKS|Type I|Highly-reducing
OJJ74373.1,2388,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ73657.1,418,KS,Thiolase
OJJ73309.1,2155,SAT-KS-AT-PT-ACP-TR,PKS|Type I|Non-reducing
OJJ73134.1,2457,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ71519.1,399,KS,Thiolase
OJJ71435.1,458,KS,Thiolase
OJJ71091.1,2467,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
OJJ70977.1,419,KS,Thiolase
OJJ70821.1,3935,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OJJ70432.1,2466,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ70374.1,2546,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ70337.1,1573,SAT-KS-AT-PT,PKS|Type I|Non-reducing
OJJ70102.1,2215,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ70061.1,2183,KR-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OJJ69377.1,2147,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OJJ68268.1,426,KS,Thiolase
OJJ68129.1,2254,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ68001.1,2135,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OJJ67975.1,2599,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ67833.1,2473,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ67826.1,1793,KS-AT-DH-KR-ACP,PKS|Type I|Partially-reducing
OJJ67735.1,2574,KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
OJJ67667.1,2885,KS-AT-DH-MT-ER-KR-ACP-TR,PKS|Type I|Highly-reducing
OJJ67662.1,2352,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ67584.1,2622,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ66687.1,413,KS,Thiolase
OJJ66336.1,2488,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ66275.1,3768,KS-AT-DH-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OJJ66009.1,2500,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ65900.1,2449,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ64246.1,455,KS,Thiolase
OJJ63687.1,2556,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
OJJ63672.1,435,KS,Thiolase
OJJ63225.1,399,KS,Thiolase
OJJ62861.1,2585,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ62373.1,1810,SAT-KS-AT-PT-ACP-ACP,PKS|Type I|Non-reducing
OJJ62031.1,1780,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OJJ61573.1,3105,KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
OJJ61528.1,2623,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ60486.1,1762,KS-AT-DH-KR-ACP,PKS|Type I|Partially-reducing
OJJ60104.1,401,KS,Thiolase
OJJ60063.1,3954,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OJJ59456.1,417,KS,Thiolase
OJJ59391.1,413,KS,Thiolase
OJJ58638.1,1795,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OJJ58485.1,421,KS,Thiolase
OJJ57871.1,431,KS,Fatty acid synthase
OJJ57687.1,947,KS-TE,Thiolase
OJJ57401.1,1765,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OJJ57276.1,1764,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OJJ57246.1,2579,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
OJJ56406.1,3925,KS-AT-DH-ER-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OJJ56275.1,1796,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OJJ55813.1,2140,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OJJ54299.1,2488,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ53903.1,2151,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OJJ53336.1,2445,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ53070.1,458,KS,Thiolase
OJJ52727.1,2837,KS-AT-DH-ER-KR,PKS|Type I|Highly-reducing
OJJ52684.1,3025,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ52406.1,429,KS,Thiolase
OJJ41665.1,839,KS-AT-ER,PKS|Type I|Partially-reducing
OJJ41603.1,2449,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ41501.1,2892,KS-AT-DH-MT-ER-KR-ACP-TR,PKS|Type I|Highly-reducing
OJJ41224.1,458,KS,Thiolase
OJJ40791.1,1869,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OJJ40636.1,419,KS,Thiolase
OJJ40111.1,2523,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ40062.1,432,KS,Thiolase
OJJ39589.1,2613,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ39535.1,404,KS,Thiolase
OJJ39118.1,2203,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ38755.1,1790,KS-AT-DH-KR-ACP,PKS|Type I|Partially-reducing
OJJ38079.1,2135,SAT-KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
OJJ38044.1,2558,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ37839.1,2108,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OJJ36833.1,413,KS,Thiolase
OJJ35230.1,418,KS,Thiolase
OJJ35031.1,1808,KS-AT-DH-MT-ER,PKS|Type I|Partially-reducing
OJJ34705.1,2500,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ34622.1,2561,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
OJJ33672.1,2349,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ33531.1,1764,KS-AT-DH-KR-ACP,PKS|Type I|Partially-reducing
OJJ32995.1,2152,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OJJ32235.1,3973,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OJJ32190.1,421,KS,Thiolase
OJJ31974.1,2638,KS-AT-DH-MT-ER-KR-ACP-TR,PKS|Type I|Highly-reducing
OJJ31806.1,399,KS,Thiolase
OJJ30910.1,2579,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ30676.1,406,KS,Fatty acid synthase
OJJ30102.1,2495,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ29944.1,2499,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ29917.1,2618,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ29874.1,3886,KS-AT-DH-ER-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OJJ29758.1,2456,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ29725.1,3970,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OJJ29662.1,2284,KS-AT-DH-ER-KR,PKS|Type I|Highly-reducing
OJI91114.1,2434,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI91113.1,431,KS,PKS
OJI90991.1,418,KS,Thiolase
OJI90000.1,3934,KS-AT-DH-ER-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OJI89947.1,3770,KS-AT-DH-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OJI89724.1,3623,KS-AT-DH-MT-KR-ACP-C-A-T,Hybrid PKS-NRPS
OJI89471.1,2644,A-T-KS-AT-ACP,Hybrid PKS-NRPS
OJI89184.1,2487,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI89152.1,2473,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI89099.1,2123,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OJI89072.1,2607,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI88922.1,374,KS,Thiolase
OJI88893.1,3928,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OJI88842.1,1571,SAT-KS-AT-PT,PKS|Type I|Non-reducing
OJI88585.1,2585,KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
OJI88533.1,2879,KS-AT-DH-MT-ER-KR-ACP-TR,PKS|Type I|Highly-reducing
OJI88527.1,2353,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI88222.1,2150,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OJI88192.1,2429,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI87802.1,2468,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI87755.1,2642,KR-KS-AT-PT-ACP-ACP-MT-TE,PKS|Type I|Non-reducing
OJI87738.1,2437,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI87616.1,413,KS,Thiolase
OJI87228.1,2327,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI86824.1,2452,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI86822.1,2304,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI86242.1,421,KS,Thiolase
OJI85993.1,2559,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI85873.1,447,KS,Fatty acid synthase
OJI85578.1,2546,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI85471.1,2456,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI85468.1,2415,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI85053.1,2404,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI84774.1,2239,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI84681.1,2459,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI84285.1,399,KS,Thiolase
OJI84089.1,1388,KS-AT-DH-ACP,PKS|Type I|Partially-reducing
OJI83697.1,2384,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI83325.1,2476,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
